Date,AAPL,DX-Y.NYB,HSI,QQQ,XLE,XLF,XLK,XLP,XLU,XLV,^FTSE
2000-01-06,0.7219305634498596,100.6500015258789,15153.2001953125,68.762451171875,15.35114860534668,11.529707908630371,38.08039474487305,13.271096229553223,11.997421264648438,20.878456115722656,6447.2001953125
2000-01-07,0.7561277151107788,100.80000305175781,15405.599609375,77.26714324951172,15.5151948928833,11.720542907714844,38.745140075683594,14.11241626739502,12.100607872009277,21.133337020874023,6504.7998046875
2000-01-10,0.742828905582428,100.98999786376953,15848.2001953125,79.41345977783203,15.385676383972168,11.513805389404297,40.2170524597168,13.795788764953613,12.141885757446289,23.29432487487793,6607.7001953125
2000-01-11,0.7048324346542358,100.55999755859375,15862.099609375,75.55007934570312,15.40295124053955,11.322967529296875,39.077491760253906,13.795788764953613,12.011180877685547,22.673742294311523,6518.89990234375
2000-01-12,0.6625617146492004,100.62000274658203,15714.2001953125,73.8867416381836,15.333876609802246,11.54560375213623,38.91130447387695,13.868158340454102,11.88735294342041,22.29694938659668,6532.7998046875
2000-01-13,0.7352291345596313,101.0,15634.0,78.3403549194336,15.601532936096191,11.895479202270508,39.267417907714844,13.940536499023438,11.777288436889648,22.961872100830078,6531.5
2000-01-14,0.7632514238357544,101.72000122070312,15542.2001953125,80.16475677490234,15.506559371948242,12.17378044128418,40.169586181640625,13.985764503479004,11.8735933303833,22.762393951416016,6658.2001953125
2000-01-18,0.7898489832878113,101.86000061035156,15789.2001953125,80.5939712524414,15.69650650024414,11.768253326416016,40.38324737548828,13.750558853149414,11.825437545776367,22.34126853942871,6504.60009765625
2000-01-19,0.809797465801239,101.76000213623047,15275.2998046875,82.41832733154297,15.644701957702637,11.728490829467773,40.454463958740234,13.85007381439209,11.832317352294922,22.873205184936523,6445.5
2000-01-20,0.8625177145004272,101.36000061035156,15215.2998046875,81.61346435546875,15.644701957702637,11.513805389404297,40.69188690185547,13.660096168518066,11.88735294342041,22.695903778076172,6348.7001953125
2000-01-21,0.8458942174911499,101.76000213623047,15108.400390625,82.63294219970703,16.076396942138672,11.370677947998047,40.73936462402344,13.506308555603027,12.272589683532715,22.651575088500977,6346.2998046875
2000-01-24,0.8074226975440979,102.19999694824219,15167.5,78.66228485107422,15.506559371948242,11.163941383361816,39.409873962402344,13.117307662963867,12.107486724853516,21.975574493408203,6379.7998046875
2000-01-25,0.8530179858207703,102.41000366210938,15103.0,79.84275817871094,15.472015380859375,11.283207893371582,40.25266647338867,12.954474449157715,11.825437545776367,22.130712509155273,6274.10009765625
2000-01-26,0.8373445868492126,102.44000244140625,15427.7001953125,76.6232681274414,15.230278015136719,11.704639434814453,38.93505859375,13.072077751159668,11.770401954650879,22.030977249145508,6375.60009765625
2000-01-27,0.835919976234436,103.16999816894531,15917.7998046875,77.75008392333984,14.919451713562012,11.831873893737793,38.55518341064453,13.316336631774902,11.694732666015625,21.89799690246582,6441.0
2000-01-28,0.7722758650779724,104.4800033569336,22.079999923706055,73.83308410644531,14.746768951416016,11.418386459350586,37.17823028564453,13.207773208618164,11.632820129394531,21.4547176361084,6375.60009765625
2000-01-31,0.788424015045166,105.12999725341797,15532.2998046875,76.9989013671875,15.092123031616211,11.736446380615234,38.41276931762695,13.45202922821045,12.16939926147461,21.35498046875,6268.5
2000-02-01,0.761826753616333,104.91999816894531,15653.900390625,79.06472778320312,15.057591438293457,11.800060272216797,39.21994400024414,13.316336631774902,12.079971313476562,21.63202667236328,6290.89990234375
